"short_name","preferred_foot","age","height_cm","pace","shooting","passing","dribbling","defending","weight_kg","wage_eur","team_jersey_number","league_name"
"R. Baca","Right",30,172.66270805827995,76,59,70,71,60,66.37958086730542,35000,22,"Mexican Liga MX"
"J. Dezi","Right",28,177.56502042346668,76,66,66,71,62,68.04898601631291,20000,17,"Italian Serie A"
"K. Coulibaly","Right",28,196.80264423104595,72,70,60,62,26,87.17336027956021,18000,7,"French Ligue 1"
"P. González","Right",27,171.84538611464092,56,66,71,68,64,69.52546202510479,6000,7,"Mexican Liga MX"
"N. Gießelmann","Left",28,181.72403185428558,69,54,66,66,68,75.38810776012102,18000,23,"German 1. Bundesliga"
"G. Lapadula","Left",30,177.9170447218971,72,70,57,73,24,68.94814216863827,13000,30,"Italian Serie A"
"A. Chumacero","Right",29,164.47678290421842,69,67,70,72,63,62.54376799031733,6000,3,"Mexican Liga MX"
"R. Philippoteaux","Right",32,169.86213561033676,73,67,66,73,43,65.87731888475419,15000,7,"French Ligue 1"
"R. Emond","Right",28,186.2800660112724,60,73,55,62,27,72.5740660083542,18000,28,"French Ligue 1"
"Simy","Right",28,198.17161339459048,59,74,44,59,29,83.94944712989226,10000,25,"Italian Serie A"
"J. Correa","Right",27,187.13142352982817,64,71,50,71,29,85.02422777777551,10000,11,"Mexican Liga MX"
"O. Rivero","Right",28,185.26555071977054,70,72,48,69,25,82.78146625206664,18000,29,"Mexican Liga MX"
"A. Canelo","Right",28,180.2587646589585,82,74,62,70,27,83.13463022200301,16000,25,"Mexican Liga MX"
"P. Bartolomei","Right",30,182.78600503946444,77,65,71,72,61,76.03214006287932,25000,16,"Italian Serie A"
"Garrido","Right",30,184.97341760631468,43,43,57,52,69,80.05941289581534,16000,5,"Spain Primera Division"
"L. Reyes","Left",29,181.24218705854543,74,49,65,69,66,66.39265583004334,22000,16,"Mexican Liga MX"
"M. Pajač","Left",27,184.7603320013147,74,66,70,71,61,69.49519125786264,19000,93,"Italian Serie A"
"M. Olivera","Left",28,181.1400832085599,69,56,63,72,69,80.14834093715969,9000,15,"Mexican Liga MX"
"M. Fernández","Right",31,169.3159959124183,82,68,64,73,32,66.72877863773776,9000,11,"Mexican Liga MX"
"R. Matondo","Right",19,174.94820494614007,94,57,64,73,37,65.76512361129372,8000,14,"German 1. Bundesliga"
"R. Brewster","Right",20,179.54169991417152,79,71,55,72,20,75.39818843296318,32000,24,"English Premier League"
"P. Gueye","Left",21,187.07445174283254,64,45,61,66,66,64.51887064529801,13000,22,"French Ligue 1"
"N. Katterbach","Left",19,177.5520315889922,74,40,58,73,66,73.41288517425635,7000,3,"German 1. Bundesliga"
"C. Gallagher","Right",20,181.60505282787182,63,64,64,72,59,73.8703676042494,29000,18,"English Premier League"
"L. Reis","Right",20,178.01342982703505,70,59,64,70,68,74.54099462547808,44000,46,"Spain Primera Division"
"A. Gouiri","Right",20,180.23692443485547,74,70,62,74,32,72.48825863476546,15000,11,"French Ligue 1"
"Alberto Soro","Left",21,173.26938837984758,83,63,67,69,44,62.63270963446389,10000,26,"Spain Primera Division"
"F. Agu","Right",20,180.01130275797038,87,46,60,75,61,67.4885136327113,10000,17,"German 1. Bundesliga"
"Y. Adli","Right",19,185.93460143388384,60,67,72,73,58,75.34458485733887,11000,19,"French Ligue 1"
"D. Maresic","Right",20,182.687111091135,53,31,53,51,73,74.22057560815286,9000,29,"French Ligue 1"
"S. Wamangituka","Right",20,189.04201914245033,89,65,54,74,38,78.77734308889477,11000,14,"German 1. Bundesliga"
"W. Fofana","Right",19,190.3572918285084,68,35,52,60,71,75.81954214548253,8000,3,"French Ligue 1"
"Manu Sánchez","Left",19,179.01979995503484,70,40,59,66,67,69.76212067519033,12000,35,"Spain Primera Division"
"T. Adarabioyo","Right",22,192.61184178044277,61,31,55,55,70,78.3600172417096,40000,24,"English Premier League"
"T. Roberts","Right",21,179.6608645811897,78,68,64,73,35,74.7826528238946,33000,11,"English Premier League"
"R. Gumny","Right",22,178.17152914899066,86,37,60,69,64,61.43206680433858,12000,2,"German 1. Bundesliga"
"J. Esquivel","Right",22,180.35566539992303,70,51,60,65,70,79.55074897101979,6000,16,"Mexican Liga MX"
"Alex Pozo","Right",21,173.3214943435671,73,69,67,74,66,61.71512185485836,9000,17,"Spain Primera Division"
"F. Medina","Left",21,180.21056703511664,78,33,59,68,70,76.62918432238799,13000,14,"French Ligue 1"
"E. Demirović","Right",22,184.58513397036333,66,72,58,66,37,79.65433789201009,13000,11,"German 1. Bundesliga"
"I. Niane","Right",21,186.75092619026927,81,70,54,70,18,72.58587151126561,9000,7,"French Ligue 1"
"Miranda","Left",20,185.22688924512906,62,40,60,66,68,78.96631286691779,39000,27,"Spain Primera Division"
"D. Vlahović","Left",20,190.37215388668156,62,72,52,68,27,74.55584414602825,21000,9,"Italian Serie A"
"Jorge Sáenz","Right",23,191.95053167750453,65,42,61,63,70,75.40154929265208,10000,16,"Spain Primera Division"
"F. Romagna","Right",23,185.66139134615764,60,32,51,57,73,74.55915913020445,13000,19,"Italian Serie A"
"M. Schubert","Right",22,186.3718389241353,,,,,,82.91366144732461,9000,23,"German 1. Bundesliga"
"J. González","Right",21,175.06239404956472,71,58,66,73,70,62.297436733832185,16000,25,"Mexican Liga MX"
"Dani Martín","Right",21,186.7398332947492,,,,,,77.4701381964185,6000,13,"Spain Primera Division"
"J. Angulo","Left",23,171.57227800402302,78,59,68,71,46,62.601317042116825,21000,19,"Mexican Liga MX"
"Rogério","Left",22,177.621721753978,75,53,65,72,67,70.41228770432177,13000,6,"Italian Serie A"
"Dani Gómez","Right",21,178.21413090846127,82,71,56,69,40,69.34836286606975,11000,21,"Spain Primera Division"
"De Frutos","Right",23,176.38161248634864,82,64,64,72,34,70.54951992081327,11000,18,"Spain Primera Division"
"J. Toro","Right",23,174.3824631036066,71,61,68,72,34,64.20301990152284,11000,15,"Spain Primera Division"
"Javi Sánchez","Right",23,186.05300401128173,56,32,47,45,70,70.57391705201839,9000,5,"Spain Primera Division"
"J. Sims","Left",23,175.1508612902308,85,61,62,74,31,66.84828149404031,23000,33,"English Premier League"
"Raúl Guti","Right",23,176.70865819363962,70,65,65,67,69,74.28392296893111,10000,14,"Spain Primera Division"
"Matheus Pereira","Left",22,181.29774294712956,69,59,67,77,35,67.86889581148031,52000,36,"Spain Primera Division"
"J. Makengo","Left",22,176.71525641032412,65,67,71,71,67,74.60545473710931,16000,31,"French Ligue 1"
"T. Awoniyi","Right",22,184.0059274045643,77,71,57,66,26,83.80069027445488,15000,14,"German 1. Bundesliga"
"J. Horn","Left",23,186.25876355881394,81,35,57,64,67,76.72856923392028,12000,23,"German 1. Bundesliga"
"C. Rivera","Right",24,183.95771438515192,58,58,63,66,67,77.69967084969313,9000,14,"Mexican Liga MX"
"W. Faes","Right",22,186.78288078976703,59,35,51,56,70,82.02756631210269,11000,2,"French Ligue 1"
"M. Fofana","Right",22,185.96052285772885,66,31,54,61,71,74.87072308922787,8000,6,"French Ligue 1"
"Koke Vegas","Right",24,187.62444117145802,,,,,,87.62794749531508,8000,1,"Spain Primera Division"
"C. Spinelli","Right",23,180.19578499208117,68,68,57,69,26,79.83794507587304,9000,25,"Italian Serie A"
"S. Córdova","Right",22,187.71895144719775,73,69,54,70,24,87.2582482903128,13000,18,"German 1. Bundesliga"
"Iñigo Vicente","Right",22,177.7788674521473,76,62,67,73,43,68.03063285474599,12000,33,"Spain Primera Division"
"Larrazabal","Right",22,179.73684739884303,80,66,61,74,34,81.30097466263663,12000,12,"Spain Primera Division"
"A. Werner","Right",24,191.45920849038592,,,,,,85.25062441484428,6000,13,"Mexican Liga MX"
"A. Tello","Right",23,180.5341846036719,86,58,69,75,61,80.17967324196034,9000,8,"Italian Serie A"
"K. Balanta","Right",23,180.51008876024977,83,57,60,68,68,72.75306629372535,11000,5,"Mexican Liga MX"
"F. Miguel","Left",23,178.62946979863239,67,50,62,69,68,70.25262840150467,10000,26,"French Ligue 1"
"Rafa Mir","Right",23,191.179000294,72,70,61,67,44,87.26981409286242,12000,9,"Spain Primera Division"
"Juan Soriano","Left",22,185.4209535732004,,,,,,83.16339391796859,8000,28,"Spain Primera Division"
"A. Connolly","Right",20,172.8548263426682,77,69,48,70,20,76.94463342559686,23000,7,"English Premier League"
"M. Malsa","Right",24,178.21318359560564,69,58,67,66,71,68.83175022326346,11000,25,"Spain Primera Division"
"G. Donsah","Right",24,175.92643243788277,70,63,70,73,66,80.45175180322467,15000,6,"Italian Serie A"
"O. Linnér","Right",23,199.3723411866761,,,,,,82.4483260950995,8000,34,"German 1. Bundesliga"
"C. Calderón","Left",23,176.37376784637235,81,42,57,67,65,69.0045200196372,19000,26,"Mexican Liga MX"
"M. Friedl","Left",22,186.58872035527253,61,40,56,66,71,82.19310333157985,12000,32,"German 1. Bundesliga"
"H. Mendyl","Left",22,179.0236668744292,87,43,59,70,65,72.5588991904882,12000,3,"German 1. Bundesliga"
"F. Manojlović","Right",24,196.924908387412,,,,,,82.08022081449536,9000,30,"Spain Primera Division"
"B. Angulo","Right",24,183.40215922833164,79,68,49,73,20,70.13393221059944,12000,11,"Mexican Liga MX"
"E. Fernandes","Right",24,186.52792468835236,67,62,68,70,69,76.91104648091543,13000,20,"German 1. Bundesliga"
"A. Ferrari","Right",26,191.36625989706823,66,32,51,63,72,80.08245481638546,10000,25,"Italian Serie A"
"L. Venuti","Right",25,176.24015509599508,72,26,51,63,66,66.49900124588669,22000,23,"Italian Serie A"
"L. Mazzitelli","Right",24,186.62189857565835,56,55,70,70,63,76.16936579897046,15000,36,"Italian Serie A"
"R. Rúnarsson","Right",25,185.81378589767553,,,,,,75.81881975742803,6000,1,"French Ligue 1"
"Y. Bodiger","Left",25,188.25097827576238,53,57,68,63,67,79.8021359278477,14000,12,"Spain Primera Division"
"G. Prömel","Right",25,183.61783117949872,62,62,65,68,65,80.76954687687208,15000,21,"German 1. Bundesliga"
"J. Harper","Left",24,185.93508830121385,76,71,60,69,32,78.20913250740219,14000,19,"Spain Primera Division"
"Jon Bautista","Right",24,179.57578263131717,73,72,59,69,25,72.05444147205068,14000,25,"Spain Primera Division"
"U. Bozok","Right",23,178.06658423669154,79,69,58,73,24,75.26590667337258,15000,9,"French Ligue 1"
"A. Karazor","Right",23,189.92526188202467,50,36,57,59,72,76.12782216466283,11000,16,"German 1. Bundesliga"
"S. Moutoussamy","Left",23,176.41300227021543,71,58,69,75,66,72.1916580163273,12000,18,"French Ligue 1"
"K. Schlotterbeck","Left",23,189.00497267857864,66,22,51,49,73,87.19673472737612,11000,31,"German 1. Bundesliga"
"B. Uphoff","Right",26,191.06724031371124,,,,,,83.40669605669738,10000,1,"German 1. Bundesliga"
"L. García","Right",27,182.84734763286616,,,,,,89.70549279657558,9000,22,"Mexican Liga MX"
"L. Cárdenas","Right",26,183.02584504099852,,,,,,84.26114123354743,16000,22,"Mexican Liga MX"
"R. Aarons","Left",24,175.02150353872005,78,63,67,73,39,75.67050557443329,18000,25,"English Premier League"
"S. Mounié","Right",25,190.17698717275994,61,69,60,64,41,80.37536721254784,11000,15,"French Ligue 1"
"A. Kamara","Right",25,177.48763176124032,84,67,55,68,31,81.27915833691732,47000,47,"English Premier League"
"Unai Bilbao","Left",26,191.66959775275856,38,46,56,48,70,88.43707859700997,7000,3,"Mexican Liga MX"
"C. Guzmán","Right",26,176.3392943229214,72,47,58,68,66,71.81122380056306,7000,5,"Mexican Liga MX"
"A. Briseño","Right",26,184.84564766336499,59,43,49,58,70,80.88261097210261,22000,14,"Mexican Liga MX"
"A. González","Left",25,175.17960054634892,74,70,71,71,65,79.42743803625574,20000,21,"Mexican Liga MX"
"C. Lenz","Left",25,179.81672085146857,68,39,62,68,66,80.52650496116499,14000,25,"German 1. Bundesliga"
"E. López","Left",25,166.87210512562885,74,68,68,76,34,66.5565861873166,23000,10,"Mexican Liga MX"
"N. Haas","Right",24,180.73109417133483,77,58,70,72,62,74.03854939180536,22000,42,"Italian Serie A"
"Rafa Navarro","Right",26,172.56720216747422,74,44,60,66,66,64.34963086313532,12000,12,"Spain Primera Division"
"N. Ibáñez","Right",25,177.62173293140364,73,69,55,66,33,75.92421527681603,10000,9,"Mexican Liga MX"
"P. Förster","Left",25,188.04482376239517,69,62,69,72,59,83.8622656741023,13000,20,"German 1. Bundesliga"
"T. Augello","Left",25,179.83531385756882,76,39,60,67,66,69.57792867468645,9000,3,"Italian Serie A"
"J. Steer","Left",27,188.25557047467953,,,,,,80.11542407380003,21000,12,"English Premier League"
"K. Zohore","Left",26,193.75316478134158,65,70,48,64,26,95.71938406183271,42000,9,"English Premier League"
"F. Ceccherini","Right",28,187.0599722823764,49,16,34,50,71,74.74934095547233,24000,17,"Italian Serie A"
"L. Abergel","Right",27,170.16271139362962,73,47,62,67,66,65.28741697962658,15000,6,"French Ligue 1"
"Unai García","Left",27,185.95607639334412,63,41,59,53,69,80.8658966873745,15000,4,"Spain Primera Division"
"C. Brunner","Right",26,179.53166367180714,71,56,62,65,68,74.93527379393035,12000,27,"German 1. Bundesliga"
"A. Mendy","Right",26,185.35478755722295,69,72,51,63,24,83.63203279261603,18000,15,"French Ligue 1"
"E. Burgos","Right",28,190.4260920178121,46,34,46,52,71,80.26645160137367,14000,2,"Spain Primera Division"
"Edu Ramos","Right",28,175.62568653051605,65,51,67,63,62,77.44012189875039,15000,29,"Spain Primera Division"
"J. Robinson","Left",26,180.00052300870632,70,41,61,63,72,67.09138356518318,17000,19,"English Premier League"
"M. Kamiński","Left",28,191.62313867022863,66,56,62,59,71,84.4258594987469,13000,35,"German 1. Bundesliga"
"M. Haïdara","Left",27,179.46502256651164,76,51,59,67,66,75.78523925833706,19000,21,"French Ligue 1"
"A. Almici","Right",27,178.57032915021318,81,42,64,64,61,75.34882086621674,13000,39,"Italian Serie A"
"A. Lozano","Right",27,184.8542061531341,78,69,60,70,34,74.07380593615677,17000,9,"Spain Primera Division"
"Rober Correa","Right",27,180.37464190629794,67,43,60,62,68,70.89367463150757,13000,20,"Spain Primera Division"
"J. Gómez","Right",26,175.67127329901194,77,64,64,72,64,67.373830624238,11000,28,"Mexican Liga MX"
"I. Sylla","Left",26,180.46034538824918,64,61,67,68,66,74.22808296235212,19000,3,"French Ligue 1"
"Akapo","Right",27,179.4019534184424,84,50,60,59,66,70.08240387291434,14000,15,"Spain Primera Division"
"Luismi","Right",28,179.68867317014312,57,39,59,62,68,72.57434436230119,11000,15,"Spain Primera Division"
"E. Goldaniga","Right",26,193.2399239084615,43,33,41,51,72,81.89988157536828,9000,5,"Italian Serie A"
"K. Dolly","Left",27,169.76105411065708,76,69,70,73,36,70.3760225497131,17000,20,"French Ligue 1"
"T. Mauricio","Left",26,169.4586435966167,79,67,64,73,31,67.22133251163834,21000,22,"French Ligue 1"
"A. Preciado","Left",25,181.17841814478103,82,71,66,70,32,72.18176743181122,14000,32,"Mexican Liga MX"
"L. Grant","Right",37,192.9097368026851,,,,,,82.99106856987423,23000,13,"English Premier League"
"G. Pegolo","Left",39,183.44325195446953,,,,,,76.15139653257202,7000,56,"Italian Serie A"
"Nino","Right",40,169.24000500644937,57,74,63,70,46,67.56456590220922,9000,7,"Spain Primera Division"
"S. Carson","Right",34,189.60707959095876,,,,,,85.61941565083718,37000,33,"English Premier League"
"O. Peralta","Right",36,177.95470195338712,63,70,62,67,41,71.5046778227115,20000,24,"Mexican Liga MX"
"Jurado","Right",34,173.39411456216706,59,70,73,71,30,72.34921577418646,16000,21,"Spain Primera Division"
"J. Ruddy","Right",33,192.9966403556196,,,,,,96.95074949652533,27000,21,"English Premier League"
"O. Ustari","Right",33,183.7349494920966,,,,,,81.73027008292259,7000,5,"Mexican Liga MX"
"M. Fraga","Right",32,183.96285932542136,,,,,,83.05125066711103,6000,3,"Mexican Liga MX"
"J. Moulin","Right",34,185.27950528121235,,,,,,87.9618770166687,12000,30,"French Ligue 1"
"P. Barrera","Right",33,177.91459427567813,74,65,68,70,44,72.26722047872279,9000,8,"Mexican Liga MX"
"N. Taylor","Left",31,174.66587668854643,66,39,65,69,68,75.47152711015973,26000,3,"English Premier League"
"F. Forestieri","Right",30,171.7500483481047,76,72,67,75,47,67.00416519942075,11000,45,"Italian Serie A"
"V. Mannone","Right",32,187.89179964613737,,,,,,80.05936114975745,18000,30,"French Ligue 1"
"G. Berardi","Right",31,178.41084659207985,66,39,60,64,69,71.90941763614114,41000,28,"English Premier League"
"J. Morávek","Right",30,180.30831221447337,46,69,73,74,55,76.59703562724539,15000,14,"German 1. Bundesliga"
"N. Roux","Right",32,182.47723087157473,66,70,63,71,37,77.97388942338192,14000,25,"French Ligue 1"
"H. Robson-Kanu","Left",31,182.8079001669136,69,71,63,70,35,83.0327667891418,42000,4,"English Premier League"
"M. Mustacchio","Right",31,180.023032458188,90,63,61,72,41,77.65503885327546,8000,7,"Italian Serie A"
"L. Fuentes","Left",33,171.786726226658,64,58,68,69,68,64.46662170888693,18000,2,"Mexican Liga MX"
"J. Pereira","Right",33,186.30608051283608,32,37,52,50,71,81.145777059949,7000,4,"Mexican Liga MX"
"M. Sau","Right",32,168.71618597040137,84,68,70,78,31,64.67528709715685,11000,25,"Italian Serie A"
"L. Siligardi","Left",32,179.5898931084873,72,66,70,75,37,72.16670448400255,18000,26,"Italian Serie A"
"S. Colombi","Right",29,187.6112490453899,,,,,,82.50120886722395,13000,34,"Italian Serie A"
"Álvaro Giménez","Left",29,182.92753677874666,72,70,57,68,29,82.6306207535315,18000,25,"Spain Primera Division"
"M. Terrazzino","Right",29,176.87691237614152,65,58,69,75,34,73.66697173365446,14000,13,"German 1. Bundesliga"
"J. Isijara","Right",30,180.49843355517544,71,63,66,71,43,75.59120878693443,8000,26,"Mexican Liga MX"
"R. Yabo","Right",28,177.0560753823277,80,60,66,75,62,69.7454325742281,14000,10,"German 1. Bundesliga"
"M. Le Marchand","Left",30,185.33401327070877,60,38,65,65,69,77.69261584901415,41000,20,"English Premier League"
"A. Forshaw","Right",28,174.25018896384188,64,61,71,70,63,71.09774057952536,43000,4,"English Premier League"
"A. Mazzotta","Left",30,183.67334168656424,77,55,65,70,64,73.34385960427412,8000,23,"Italian Serie A"
"L. Marrone","Right",30,186.4425139451338,53,59,71,71,70,75.35960185027488,7000,34,"Italian Serie A"
"G. Jara","Right",34,177.59479477489762,53,47,61,62,69,77.19592600613205,7000,18,"Mexican Liga MX"
"T. Ream","Left",32,187.04121209721956,60,43,68,68,70,80.13834626777385,41000,13,"English Premier League"
"A. Sepúlveda","Right",29,180.2599828147366,77,66,66,69,42,74.9456774089254,7000,15,"Mexican Liga MX"
"M. Bešić","Right",27,180.32474439020004,62,55,67,74,71,80.29900591715419,36000,30,"English Premier League"
"Diego Rigonato","Left",32,177.55705285873205,67,68,72,70,43,79.01810732795717,12000,33,"Mexican Liga MX"
"Ryder Matos","Right",27,180.13790776275712,74,65,61,76,34,69.63904965131874,11000,77,"Italian Serie A"
"C. Battocchio","Right",28,169.3228478815641,69,68,70,75,57,63.81232091728237,11000,11,"French Ligue 1"
"N. Kebano","Right",28,170.1081982883057,80,65,65,74,39,65.49904420018646,50000,7,"English Premier League"
"Yun Il Lok","Right",28,177.7114811326904,71,65,66,70,47,65.26628232644279,17000,24,"French Ligue 1"
"J. Jønsson","Right",27,181.79355510751816,74,56,63,67,67,78.38889127062315,14000,2,"Spain Primera Division"
"P. Klement","Left",27,175.35224311916093,54,66,73,75,40,71.53085890331698,13000,21,"German 1. Bundesliga"
"Luís Leal","Right",33,175.89035448345555,69,73,62,66,34,70.41846758833088,13000,33,"Mexican Liga MX"
"L. Jans","Right",27,178.4627971047147,68,49,66,68,66,75.91380601595723,10000,25,"French Ligue 1"
"J. Vázquez","Right",32,165.97831784463352,72,53,68,66,71,63.97106676318052,24000,23,"Mexican Liga MX"
"P. Iemmello","Right",28,178.8156732703413,79,70,59,70,22,73.82415133465044,12000,9,"Italian Serie A"
"J. Vigón","Right",28,174.6409272133163,68,60,67,69,68,69.61693791768853,8000,22,"Mexican Liga MX"
"José Mari","Right",32,179.91595289859282,68,60,66,66,66,69.0123289770918,14000,6,"Spain Primera Division"
"P. Faragò","Right",27,186.91943854197638,63,57,70,69,65,79.75133689123373,17000,24,"Italian Serie A"
"M. Catalán","Right",27,180.27391635494263,91,58,64,63,64,77.88271008790245,9000,4,"Mexican Liga MX"
"A. Di Gaudio","Right",30,168.627252641814,85,59,62,77,31,63.15175722897999,16000,89,"Italian Serie A"
"D. Villalpando","Right",28,172.10973275935453,67,65,71,74,51,66.58000519066599,25000,6,"Mexican Liga MX"
"E. Aguilera","Right",31,187.46255069878993,47,54,54,46,71,86.71625600257263,18000,19,"Mexican Liga MX"
"L. Ramos","Left",30,185.0422019120177,69,70,54,67,32,84.4015803762533,11000,32,"Mexican Liga MX"
"L. León","Right",27,183.40867561317015,57,35,43,49,71,70.0790624145564,9000,12,"Mexican Liga MX"
"V. Malcorra","Left",32,170.28231390793758,71,65,71,72,62,74.31606120456419,8000,7,"Mexican Liga MX"
"Josan","Right",30,174.76168028745755,85,62,63,73,35,67.96132503638584,11000,17,"Spain Primera Division"
"C. Soukou","Right",27,185.91722421262818,79,67,65,72,34,81.53028465578771,15000,17,"German 1. Bundesliga"
"J. Bellingham","Right",17,179.92428159786874,77,65,64,73,55,72.13962194737441,3000,22,"German 1. Bundesliga"
"E. Smith Rowe","Right",19,182.08087031336703,79,64,64,72,32,63.72769034526636,18000,32,"English Premier League"
"Fábio Silva","Right",17,184.64012832061624,75,69,45,72,22,75.04524559621429,7000,17,"English Premier League"
"Gustavo Maia","Right",19,169.38770285762882,77,68,63,72,23,59.85257377596142,33000,37,"Spain Primera Division"
"J. Chotard","Right",18,179.41965297722348,69,53,70,72,61,70.05168285783913,5000,13,"French Ligue 1"
"J. Beyer","Right",20,186.6356543623542,73,34,55,62,69,79.7625526100016,10000,15,"German 1. Bundesliga"
"Guillamón","Right",20,178.39085001009894,61,35,61,58,70,67.70090563052284,9000,15,"Spain Primera Division"
"G. Berterame","Right",21,177.78507228177142,76,66,58,70,33,72.4075556489431,6000,7,"Mexican Liga MX"
"H. Abe","Right",21,170.51526506397903,88,61,57,75,33,65.17065277699007,42000,32,"Spain Primera Division"
"J. Sargent","Right",20,185.32929855400872,79,68,59,69,38,79.2393090439153,10000,19,"German 1. Bundesliga"
"N. Ferguson","Right",19,177.51626210527007,65,36,54,64,68,70.2148346973512,11000,36,"English Premier League"
"Mollejo","Left",19,176.4806912289212,74,64,64,69,37,62.51998237190909,12000,27,"Spain Primera Division"
"M. Obafemi","Right",19,169.27219608227801,79,69,56,72,23,71.37474764853711,15000,14,"English Premier League"
"I. Meslier","Left",20,196.41664671195124,,,,,,74.45627471875989,18000,1,"English Premier League"
"I. Jakobs","Left",20,184.12774953191376,86,54,57,71,60,78.6564273221628,9000,8,"German 1. Bundesliga"
"T. Chalobah","Right",20,190.0955283720021,67,39,59,65,69,75.47889152677072,9000,8,"French Ligue 1"
"M. Bakker","Left",20,185.4756314285021,76,39,59,65,68,74.49354219297425,19000,25,"French Ligue 1"
"E. Vignato","Right",19,175.23941918966133,71,61,69,71,39,66.60146133365046,8000,55,"Italian Serie A"
"M. Sagnan","Left",21,187.07584121443833,57,32,54,49,69,77.26077703028756,8000,15,"Spain Primera Division"
"Y. Leiva","Right",22,166.28895134865982,77,62,63,70,48,63.10114926978361,6000,20,"Mexican Liga MX"
"A. Vega","Right",22,172.84368443857193,74,71,55,71,31,76.87610077864902,20000,7,"Mexican Liga MX"
"S. Díaz","Right",22,170.03721424339727,74,68,59,73,38,70.15884009068976,16000,6,"Mexican Liga MX"
"A. Barkok","Right",22,189.053199371645,68,62,67,79,54,81.46032307337815,11000,27,"German 1. Bundesliga"
"J. Angulo","Left",22,178.46312088462383,69,41,60,61,67,75.29867193809592,5000,27,"Mexican Liga MX"
"Y. Çetin","Right",23,189.46765933058177,56,42,42,45,71,89.54881086559094,10000,15,"Italian Serie A"
"L. Czyborra","Left",21,177.85074527657042,85,48,60,69,61,71.66865736180925,5000,99,"Italian Serie A"
"M. El Hacen","Right",22,180.69632044464635,42,62,59,65,66,79.31436261957643,8000,16,"Spain Primera Division"
"L. Kilian","Right",20,191.52243374638482,68,37,56,50,69,90.91955658731652,8000,15,"German 1. Bundesliga"
"H. Moukoudi","Right",22,190.5713599308268,58,30,42,47,70,73.58518498245799,11000,2,"French Ligue 1"
"R. Manaj","Right",23,181.94710486661552,69,68,53,68,29,76.4723815467843,49000,41,"Spain Primera Division"
"P. Ghiglione","Right",23,190.65725620223608,74,52,63,69,65,80.15404849861055,7000,18,"Italian Serie A"
"I. Sissoko","Right",22,192.5137500225884,47,53,64,63,68,87.62151297738009,11000,27,"French Ligue 1"
"M. Maolida","Right",21,182.17465706921982,78,67,63,75,24,78.42586450216191,13000,7,"French Ligue 1"
"J. Eggestein","Right",22,182.8960014753163,63,69,65,74,40,75.18949582842406,12000,24,"German 1. Bundesliga"
"J. Bellegarde","Right",22,169.66740655863006,66,57,66,73,66,65.81528983029321,11000,17,"French Ligue 1"
"T. De Smet","Left",22,182.22183510784794,71,47,60,60,66,68.45642234228687,9000,28,"French Ligue 1"
"Tete Morente","Right",23,183.96236839625607,83,67,65,70,43,78.37404076627853,8000,10,"Spain Primera Division"
"V. Loroña","Right",21,179.76727222556522,77,37,59,70,66,74.94061600202743,7000,22,"Mexican Liga MX"
"M. Aké","Right",19,176.84662442473152,78,66,64,73,43,67.87363153315904,11000,23,"French Ligue 1"
"S. Botman","Left",20,193.34763334686485,70,30,47,48,68,81.22960355767123,10000,5,"French Ligue 1"
"H. ter Avest","Right",23,181.8432575715246,69,48,65,70,65,77.69423375866937,7000,18,"Italian Serie A"
"J. Fuchs","Right",22,174.1793882602554,78,53,63,68,69,69.89101874469758,9000,25,"Spain Primera Division"
"B. Peacock-Farrell","Left",23,192.04649117685597,,,,,,73.38311267547543,14000,15,"English Premier League"
"C. Adjapong","Right",22,179.89443195473768,65,51,64,73,70,73.61534245099304,13000,12,"Italian Serie A"
"P. Sandler","Right",23,189.99682104881865,64,39,62,69,70,81.64745894404643,34000,34,"English Premier League"
"U. Antuna","Right",22,174.1001624777935,87,56,60,72,31,59.463455592629046,18000,15,"Mexican Liga MX"
"G. Nyamsi","Right",23,193.93621218235526,53,33,47,48,66,91.14416959784032,15000,4,"French Ligue 1"
"M. Salas","Left",22,172.3309525400309,71,70,66,73,29,70.81800676939359,6000,10,"Mexican Liga MX"
"A. Loba","Right",22,178.81003138914798,80,67,57,70,24,71.96029930369866,17000,10,"Mexican Liga MX"
"B. Kouyaté","Right",23,191.50455727970015,64,35,47,55,69,77.8621140906166,7000,23,"French Ligue 1"
"Marcos André","Right",23,184.4738175444456,73,70,52,67,24,77.93984780711996,9000,25,"Spain Primera Division"
"I. Grbić","Right",24,195.5404772178903,,,,,,83.37686641269651,13000,1,"Spain Primera Division"
"M. Udol","Left",24,178.15437201300392,70,40,59,67,67,68.10972667222583,7000,3,"French Ligue 1"
"M. Verrips","Right",23,195.20596648305917,,,,,,90.12650031261629,10000,21,"English Premier League"
"A. Chalá","Left",24,178.78302948022065,95,46,59,59,64,70.13527742527222,6000,13,"French Ligue 1"
"Vagner","Right",24,168.76210828581844,90,71,61,74,29,67.36231389524056,9000,27,"French Ligue 1"
"G. Magnani","Left",24,191.22463204262056,53,35,45,49,72,86.51469211583577,10000,23,"Italian Serie A"
"I. Govea","Right",23,176.3283181704161,81,32,49,66,65,68.80356450121411,9000,3,"Mexican Liga MX"
"B. Sosa","Left",22,185.95409654710448,73,39,66,71,63,76.84978823364219,9000,24,"German 1. Bundesliga"
"Álex Sola","Right",21,178.1346935703464,73,51,61,72,65,74.97825640515568,9000,33,"Spain Primera Division"
